"RecordNumber","EventRecordId","TimeCreated","EventId","Level","Provider","Channel","ProcessId","ThreadId","Computer","ChunkNumber","UserId","MapDescription","UserName","RemoteHost","PayloadData1","PayloadData2","PayloadData3","PayloadData4","PayloadData5","PayloadData6","ExecutableInfo","HiddenRecord","SourceFile","Keywords","ExtraDataOffset","Payload"
"637","28125","2021-07-28 20:43:25.6284874","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","6","","Successful logon","-\-"," (10.0.0.3)","Target: testlab.local\Administrator","LogonType 3","LogonId: 0x1D08D8","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2439045635-180506259-1748410918-500""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""testlab.local""},{""@Name"":""TargetLogonId"",""#text"":""0x1D08D8""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""30dc9580-6eb7-e2d2-d450-24f242e37cee""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""10.0.0.3""},{""@Name"":""IpPort"",""#text"":""64634""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"638","28126","2021-07-28 20:43:25.9355935","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","732","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\Administrator","LogonType 3","LogonId: 0x1D08D8","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2439045635-180506259-1748410918-500""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D08D8""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"639","28127","2021-07-28 20:43:25.9379965","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\WIN10CLIENT$","LogonType 3","LogonId: 0x1D08C5","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2439045635-180506259-1748410918-1103""},{""@Name"":""TargetUserName"",""#text"":""WIN10CLIENT$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D08C5""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"640","28128","2021-07-28 20:43:57.7325864","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D130E","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D130E""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"641","28129","2021-07-28 20:43:57.7327063","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x1D130E","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x1D130E""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""736bd097-206b-cbdc-4682-25f7f79be8f2""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52326""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1840""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"642","28130","2021-07-28 20:44:00.1353285","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\Administrator","LogonType 3","LogonId: 0x1D08A9","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-21-2439045635-180506259-1748410918-500""},{""@Name"":""TargetUserName"",""#text"":""Administrator""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D08A9""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"643","28131","2021-07-28 20:44:08.5514631","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","732","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x1D130E","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D130E""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"644","28132","2021-07-28 20:44:18.5135205","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D2F74","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D2F74""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"645","28133","2021-07-28 20:44:18.5136136","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","6","","Successful logon","-\-"," (::1)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x1D2F74","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x1D2F74""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""52327""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"646","28134","2021-07-28 20:44:18.5145314","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x1D2F74","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D2F74""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"647","28135","2021-07-28 20:44:26.0411126","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D30D3","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D30D3""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"648","28136","2021-07-28 20:44:26.0411956","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","2804","ADDC01.testlab.local","6","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x1D30D3","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x1D30D3""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52329""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"649","28137","2021-07-28 20:44:26.0446815","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x1D30D3","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D30D3""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"650","28138","2021-07-28 20:44:26.0462610","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1564","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D313C","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D313C""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"651","28139","2021-07-28 20:44:26.0463504","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1564","ADDC01.testlab.local","6","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x1D313C","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x1D313C""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""04a8889f-a446-c084-eb0e-87279c4afdf3""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52330""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"652","28140","2021-07-28 20:44:26.0500724","4634","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","844","ADDC01.testlab.local","6","","An account was logged off","","","Target: TESTLAB\ADDC01$","LogonType 3","LogonId: 0x1D313C","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB""},{""@Name"":""TargetLogonId"",""#text"":""0x1D313C""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
"653","28141","2021-07-28 20:45:05.1903589","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D35D4","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D35D4""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"654","28142","2021-07-28 20:45:05.1907999","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1796","ADDC01.testlab.local","6","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x1D35D4","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x1D35D4""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""efb59bf9-c536-da8d-4e03-66ccd9a89b6a""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52333""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"655","28143","2021-07-28 20:45:05.1910008","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1564","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D35F3","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D35F3""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
"656","28144","2021-07-28 20:45:05.1910780","4624","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","1564","ADDC01.testlab.local","6","","Successful logon","-\-"," (fe80::492:2bcc:f5ff:fffd)","Target: TESTLAB.LOCAL\ADDC01$","LogonType 3","LogonId: 0x1D35F3","AuthenticationPackageName: Kerberos","LogonProcessName: Kerberos","","-","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""ADDC01$""},{""@Name"":""TargetDomainName"",""#text"":""TESTLAB.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x1D35F3""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""efb59bf9-c536-da8d-4e03-66ccd9a89b6a""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::492:2bcc:f5ff:fffd""},{""@Name"":""IpPort"",""#text"":""52334""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
"657","28145","2021-07-28 20:45:05.1939526","4672","LogAlways","Microsoft-Windows-Security-Auditing","Security","680","732","ADDC01.testlab.local","6","","Administrative logon","TESTLAB\ADDC01$ (S-1-5-18)","","PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege","LogonId: 0x1D36D5","","","","","","False","C:\Users\IR\Downloads\golden.evtx","Audit success","0","{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""ADDC01$""},{""@Name"":""SubjectDomainName"",""#text"":""TESTLAB""},{""@Name"":""SubjectLogonId"",""#text"":""0x1D36D5""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
